locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLMJLKIP_03660	CDS	219				hypothetical protein
PLMJLKIP_03661	CDS	1377	hilA_2		COG0457	Transcriptional regulator HilA
PLMJLKIP_03662	CDS	492	sicA_2		COG0457	Chaperone protein SicA
PLMJLKIP_03663	CDS	492				hypothetical protein
PLMJLKIP_03664	CDS	96				hypothetical protein
PLMJLKIP_03665	CDS	426				hypothetical protein
PLMJLKIP_03666	CDS	141				hypothetical protein
PLMJLKIP_03667	CDS	483				hypothetical protein
PLMJLKIP_03668	CDS	810				hypothetical protein
PLMJLKIP_03669	CDS	633				hypothetical protein
PLMJLKIP_03670	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
PLMJLKIP_03671	CDS	1182	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
PLMJLKIP_03672	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
PLMJLKIP_03673	CDS	762	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
PLMJLKIP_03674	CDS	1419	araE			Arabinose-proton symporter
PLMJLKIP_03675	CDS	693	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
PLMJLKIP_03676	CDS	936	occR			Octopine catabolism/uptake operon regulatory protein OccR
PLMJLKIP_03677	CDS	1263	lysA	4.1.1.20		Diaminopimelate decarboxylase
PLMJLKIP_03678	CDS	1032	galR		COG1609	HTH-type transcriptional regulator GalR
PLMJLKIP_03679	CDS	2160	aas		COG0204	Bifunctional protein Aas
PLMJLKIP_03680	CDS	1194	lplT			Lysophospholipid transporter LplT
PLMJLKIP_03681	CDS	1041	tas		COG0667	Protein tas
PLMJLKIP_03682	CDS	219	ygdR_1			putative lipoprotein YgdR
PLMJLKIP_03683	CDS	714				hypothetical protein
PLMJLKIP_03684	CDS	690	mutH		COG3066	DNA mismatch repair protein MutH
PLMJLKIP_03685	CDS	147				hypothetical protein
PLMJLKIP_03686	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
PLMJLKIP_03687	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
PLMJLKIP_03688	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
PLMJLKIP_03689	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
PLMJLKIP_03690	CDS	471				hypothetical protein
PLMJLKIP_03691	CDS	564				hypothetical protein
PLMJLKIP_03692	CDS	408				hypothetical protein
PLMJLKIP_03693	CDS	324				hypothetical protein
PLMJLKIP_03694	CDS	3369	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
PLMJLKIP_03695	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
PLMJLKIP_03696	CDS	3543	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
PLMJLKIP_03697	CDS	1827	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
PLMJLKIP_03698	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
PLMJLKIP_03699	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
PLMJLKIP_03700	tRNA	77				tRNA-Met(cat)
PLMJLKIP_03701	tRNA	77				tRNA-Met(cat)
PLMJLKIP_03702	tRNA	77				tRNA-Met(cat)
PLMJLKIP_03703	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
PLMJLKIP_03704	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
PLMJLKIP_03705	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
PLMJLKIP_03706	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
PLMJLKIP_03707	CDS	228	ygdR_2			putative lipoprotein YgdR
PLMJLKIP_03708	CDS	918	gcvA_2			Glycine cleavage system transcriptional activator
PLMJLKIP_03709	CDS	396				hypothetical protein
PLMJLKIP_03710	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
PLMJLKIP_03711	CDS	732	ydjF_2		COG1349	putative HTH-type transcriptional regulator YdjF
PLMJLKIP_03712	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
PLMJLKIP_03713	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
PLMJLKIP_03714	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
PLMJLKIP_03715	CDS	1317	fucP		COG0738	L-fucose-proton symporter
PLMJLKIP_03716	CDS	648	fucA_2	4.1.2.17	COG0235	L-fuculose phosphate aldolase
PLMJLKIP_03717	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
PLMJLKIP_03718	CDS	846	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
PLMJLKIP_03719	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
PLMJLKIP_03720	CDS	1290	sdaC		COG0814	Serine transporter
PLMJLKIP_03721	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
PLMJLKIP_03722	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
PLMJLKIP_03723	CDS	546	syd			Protein Syd
PLMJLKIP_03724	CDS	330	yqcC		COG3098	putative protein YqcC
PLMJLKIP_03725	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
PLMJLKIP_03726	CDS	450			COG0716	putative protein
PLMJLKIP_03727	CDS	1353	gudP			putative glucarate transporter
PLMJLKIP_03728	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
PLMJLKIP_03729	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
PLMJLKIP_03730	CDS	2757	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
PLMJLKIP_03731	CDS	1302	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
PLMJLKIP_03732	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
PLMJLKIP_03733	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
PLMJLKIP_03734	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
PLMJLKIP_03735	CDS	1299	eno_2	4.2.1.11	COG0148	Enolase
PLMJLKIP_03736	CDS	915				hypothetical protein
PLMJLKIP_03737	CDS	1149				hypothetical protein
PLMJLKIP_03738	CDS	894				hypothetical protein
PLMJLKIP_03739	CDS	603	lemA		COG1704	Protein LemA
PLMJLKIP_03740	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
	repeat_region	578				
PLMJLKIP_03741	CDS	1479	lsrK_2	2.7.1.189	COG1070	Autoinducer-2 kinase
PLMJLKIP_03742	CDS	1278	yqcE			Inner membrane protein YqcE
PLMJLKIP_03743	CDS	786	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
PLMJLKIP_03744	CDS	1455				hypothetical protein
PLMJLKIP_03745	CDS	1410	ygcS_1			Inner membrane metabolite transport protein YgcS
PLMJLKIP_03746	CDS	780				hypothetical protein
PLMJLKIP_03747	CDS	861	fixB_2			Protein FixB
PLMJLKIP_03748	CDS	576	ygcP		COG1954	putative protein YgcP
PLMJLKIP_03749	CDS	261	fixX_2		COG2440	Ferredoxin-like protein FixX
PLMJLKIP_03750	CDS	1272		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
PLMJLKIP_03751	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
PLMJLKIP_03752	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
PLMJLKIP_03753	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
PLMJLKIP_03754	CDS	735	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
PLMJLKIP_03755	CDS	153	hokE_3			Toxic protein HokE
PLMJLKIP_03756	CDS	2700	ygcB	3.1.-.-	COG1203	CRISPR-associated endonuclease/helicase Cas3
PLMJLKIP_03757	CDS	1563	casA			CRISPR system Cascade subunit CasA
PLMJLKIP_03758	CDS	537				hypothetical protein
PLMJLKIP_03759	CDS	1056	casC			CRISPR system Cascade subunit CasC
PLMJLKIP_03760	CDS	747				hypothetical protein
PLMJLKIP_03761	CDS	651	casE	3.1.-.-		CRISPR system Cascade subunit CasE
PLMJLKIP_03762	CDS	600	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
PLMJLKIP_03763	CDS	294	ygbF	3.1.-.-		CRISPR-associated endoribonuclease Cas2
	repeat_region	1127				
PLMJLKIP_03764	CDS	1038				hypothetical protein
PLMJLKIP_03765	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
PLMJLKIP_03766	CDS	1428	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
PLMJLKIP_03767	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
PLMJLKIP_03768	CDS	324	ygbE			Inner membrane protein YgbE
PLMJLKIP_03769	CDS	312	ftsB		COG2919	Cell division protein FtsB
PLMJLKIP_03770	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PLMJLKIP_03771	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
PLMJLKIP_03772	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
PLMJLKIP_03773	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
PLMJLKIP_03774	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
PLMJLKIP_03775	CDS	1140	nlpD		COG0739	Murein hydrolase activator NlpD
PLMJLKIP_03776	CDS	993	rpoS		COG0568	RNA polymerase sigma factor RpoS
PLMJLKIP_03777	CDS	408	hosA			Transcriptional regulator HosA
PLMJLKIP_03778	CDS	594	ecdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
PLMJLKIP_03779	CDS	1428	edcC	4.1.1.61	COG0043	Phenolic acid decarboxylase
PLMJLKIP_03780	CDS	237	vdcD			Protein VdcD
PLMJLKIP_03781	CDS	669	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
PLMJLKIP_03782	CDS	864	esiB_2			Secretory immunoglobulin A-binding protein EsiB
PLMJLKIP_03783	CDS	2562	mutS		COG0249	DNA mismatch repair protein MutS
PLMJLKIP_03784	CDS	135				hypothetical protein
PLMJLKIP_03785	CDS	345				hypothetical protein
PLMJLKIP_03786	CDS	429	mopA		COG2005	Molybdenum-pterin-binding protein MopA
PLMJLKIP_03787	CDS	2079	fhlA		COG3604	Formate hydrogenlyase transcriptional activator FhlA
PLMJLKIP_03788	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
PLMJLKIP_03789	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
PLMJLKIP_03790	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
PLMJLKIP_03791	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
PLMJLKIP_03792	CDS	351	hypA		COG0375	Hydrogenase maturation factor HypA
PLMJLKIP_03793	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
PLMJLKIP_03794	CDS	612	hyfA_3	1.-.-.-	COG1142	Hydrogenase-4 component A
PLMJLKIP_03795	CDS	1827	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
PLMJLKIP_03796	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
PLMJLKIP_03797	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
PLMJLKIP_03798	CDS	543	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
PLMJLKIP_03799	CDS	768	hycG_1		COG3260	Formate hydrogenlyase subunit 7
PLMJLKIP_03800	CDS	411				hypothetical protein
PLMJLKIP_03801	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
PLMJLKIP_03802	CDS	1425	bglH	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
PLMJLKIP_03803	CDS	1458	bglF		COG1263	PTS system beta-glucoside-specific EIIBCA component
PLMJLKIP_03804	CDS	1014	ascG		COG1609	HTH-type transcriptional regulator AscG
PLMJLKIP_03805	CDS	528	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
PLMJLKIP_03806	CDS	2241	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
PLMJLKIP_03807	CDS	1134	norW	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
PLMJLKIP_03808	CDS	1440	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
PLMJLKIP_03809	CDS	1515	norR_2		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
PLMJLKIP_03810	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
PLMJLKIP_03811	CDS	774	srlR_5		COG1349	Glucitol operon repressor
PLMJLKIP_03812	CDS	360				hypothetical protein
PLMJLKIP_03813	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
PLMJLKIP_03814	CDS	372	srlB_1		COG3731	PTS system glucitol/sorbitol-specific EIIA component
PLMJLKIP_03815	CDS	960	srlE_1	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
PLMJLKIP_03816	CDS	564	srlA_1		COG3730	PTS system glucitol/sorbitol-specific EIIC component
PLMJLKIP_03817	CDS	1191	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
PLMJLKIP_03818	CDS	498	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
PLMJLKIP_03819	CDS	1062	recA		COG0468	Protein RecA
PLMJLKIP_03820	CDS	501	recX		COG2137	Regulatory protein RecX
PLMJLKIP_03821	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
PLMJLKIP_03822	CDS	186	csrA		COG1551	Carbon storage regulator
PLMJLKIP_03823	CDS	90				hypothetical protein
PLMJLKIP_03824	tRNA	93				tRNA-Ser(gct)
PLMJLKIP_03825	tRNA	77				tRNA-Arg(acg)
PLMJLKIP_03826	tRNA	72				tRNA-Arg(tcg)
PLMJLKIP_03827	tRNA	77				tRNA-Arg(acg)
PLMJLKIP_03828	CDS	567	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
PLMJLKIP_03829	CDS	429	yqaA		COG1238	Inner membrane protein YqaA
PLMJLKIP_03830	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
PLMJLKIP_03831	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
PLMJLKIP_03832	CDS	1539	emrB			Multidrug export protein EmrB
PLMJLKIP_03833	CDS	1173	emrA		COG1566	Multidrug export protein EmrA
PLMJLKIP_03834	CDS	531	mprA		COG1846	Transcriptional repressor MprA
PLMJLKIP_03835	CDS	336				hypothetical protein
PLMJLKIP_03836	CDS	738	ygaZ		COG1296	Inner membrane protein YgaZ
PLMJLKIP_03837	CDS	1185				putative transporter
PLMJLKIP_03838	CDS	993	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
PLMJLKIP_03839	CDS	1065	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
PLMJLKIP_03840	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
PLMJLKIP_03841	CDS	960	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
PLMJLKIP_03842	CDS	2145	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
PLMJLKIP_03843	CDS	402	nrdI		COG1780	Protein NrdI
PLMJLKIP_03844	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
PLMJLKIP_03845	CDS	432				hypothetical protein
PLMJLKIP_03846	CDS	1335	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
PLMJLKIP_03847	CDS	330	ygaM		COG4575	putative protein YgaM
PLMJLKIP_03848	CDS	345				hypothetical protein
PLMJLKIP_03849	CDS	450	alaE			L-alanine exporter AlaE
PLMJLKIP_03850	CDS	405	stpA		COG2916	DNA-binding protein StpA
PLMJLKIP_03851	CDS	525	ygaP		COG0607	Inner membrane protein YgaP
PLMJLKIP_03852	CDS	300	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
PLMJLKIP_03853	CDS	159				hypothetical protein
PLMJLKIP_03854	CDS	450	kbp		COG1652	Potassium binding protein Kbp
PLMJLKIP_03855	CDS	663	glaR		COG1802	HTH-type transcriptional repressor GlaR
PLMJLKIP_03856	CDS	1401	gabP		COG1113	GABA permease
PLMJLKIP_03857	CDS	1281	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
PLMJLKIP_03858	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
PLMJLKIP_03859	CDS	1269	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
PLMJLKIP_03860	CDS	978	glaH	1.14.11.-		Glutarate 2-hydroxylase
PLMJLKIP_03861	CDS	2253				hypothetical protein
PLMJLKIP_03862	tRNA	76				tRNA-Met(cat)
PLMJLKIP_03863	CDS	1455				hypothetical protein
PLMJLKIP_03864	CDS	4575				putative autotransporter
PLMJLKIP_03865	CDS	576				hypothetical protein
PLMJLKIP_03866	CDS	603	xerC_6			Tyrosine recombinase XerC
PLMJLKIP_03867	CDS	1098				hypothetical protein
PLMJLKIP_03868	CDS	1023				hypothetical protein
PLMJLKIP_03869	CDS	537				hypothetical protein
PLMJLKIP_03870	CDS	1680	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
PLMJLKIP_03871	CDS	1527	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
PLMJLKIP_03872	CDS	843	pgiA	5.3.1.9		Glucose-6-phosphate isomerase
PLMJLKIP_03873	CDS	567	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
PLMJLKIP_03874	CDS	636	hxlA	4.1.2.43	COG0269	3-hexulose-6-phosphate synthase
PLMJLKIP_03875	CDS	1152				hypothetical protein
PLMJLKIP_03876	CDS	1014	iolG	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
PLMJLKIP_03877	CDS	981	srlE_2	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
PLMJLKIP_03878	CDS	309	srlB_2		COG3731	PTS system glucitol/sorbitol-specific EIIA component
PLMJLKIP_03879	CDS	522	srlA_2		COG3730	PTS system glucitol/sorbitol-specific EIIC component
PLMJLKIP_03880	CDS	210				hypothetical protein
PLMJLKIP_03881	CDS	477				hypothetical protein
PLMJLKIP_03882	CDS	1284				hypothetical protein
PLMJLKIP_03883	CDS	1203				hypothetical protein
PLMJLKIP_03884	CDS	1224				hypothetical protein
PLMJLKIP_03885	CDS	987				hypothetical protein
PLMJLKIP_03886	CDS	2070				hypothetical protein
PLMJLKIP_03887	CDS	216				hypothetical protein
PLMJLKIP_03888	CDS	393	ligA_1	6.5.1.2	COG0272	DNA ligase
PLMJLKIP_03889	CDS	540				hypothetical protein
PLMJLKIP_03890	CDS	1173				hypothetical protein
PLMJLKIP_03891	CDS	645				hypothetical protein
PLMJLKIP_03892	CDS	1248	intA_2		COG0582	Prophage integrase IntA
PLMJLKIP_03893	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
PLMJLKIP_03894	CDS	126				hypothetical protein
PLMJLKIP_03895	CDS	483	smpB		COG0691	SsrA-binding protein
PLMJLKIP_03896	CDS	477	ratA		COG2867	Ribosome association toxin RatA
PLMJLKIP_03897	CDS	291				hypothetical protein
PLMJLKIP_03898	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
PLMJLKIP_03899	CDS	1662	recN		COG0497	DNA repair protein RecN
PLMJLKIP_03900	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
PLMJLKIP_03901	CDS	594	grpE		COG0576	Protein GrpE
PLMJLKIP_03902	CDS	1242				hypothetical protein
PLMJLKIP_03903	CDS	867	ypjD		COG4137	Inner membrane protein YpjD
PLMJLKIP_03904	CDS	1362	ffh		COG0541	Signal recognition particle protein
PLMJLKIP_03905	CDS	249	rpsP		COG0228	30S ribosomal protein S16
PLMJLKIP_03906	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
PLMJLKIP_03907	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
PLMJLKIP_03908	CDS	348	rplS		COG0335	50S ribosomal protein L19
PLMJLKIP_03909	CDS	483	pal_2			Peptidoglycan-associated lipoprotein
PLMJLKIP_03910	CDS	1227	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
PLMJLKIP_03911	CDS	519				hypothetical protein
PLMJLKIP_03912	CDS	363				hypothetical protein
PLMJLKIP_03913	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
PLMJLKIP_03914	CDS	1122	tyrA		COG0287	T-protein
PLMJLKIP_03915	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
PLMJLKIP_03916	CDS	342	raiA		COG1544	Ribosome-associated inhibitor A
PLMJLKIP_03917	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
PLMJLKIP_03918	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
PLMJLKIP_03919	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
PLMJLKIP_03920	CDS	2574	clpB		COG0542	Chaperone protein ClpB
PLMJLKIP_03921	CDS	693	nanR_2			HTH-type transcriptional repressor NanR
PLMJLKIP_03922	CDS	1428	hsrA			putative transport protein HsrA
PLMJLKIP_03923	CDS	993	rbsR		COG1609	Ribose operon repressor
PLMJLKIP_03924	CDS	930	rbsK	2.7.1.15	COG0524	Ribokinase
PLMJLKIP_03925	CDS	891	rbsB		COG1879	Ribose import binding protein RbsB
PLMJLKIP_03926	CDS	966	rbsC_3		COG1172	Ribose import permease protein RbsC
PLMJLKIP_03927	CDS	1506	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
PLMJLKIP_03928	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
PLMJLKIP_03929	CDS	1869	kup			Low affinity potassium transport system protein kup
PLMJLKIP_03930	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
PLMJLKIP_03931	CDS	1452	viaA		COG2425	Protein ViaA
PLMJLKIP_03932	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
PLMJLKIP_03933	CDS	459	asnC		COG1522	Regulatory protein AsnC
PLMJLKIP_03934	CDS	444	mioC		COG0716	Protein MioC
PLMJLKIP_03935	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
PLMJLKIP_03936	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
PLMJLKIP_03937	CDS	381	atpI		COG3312	ATP synthase protein I
PLMJLKIP_03938	CDS	816	atpB		COG0356	ATP synthase subunit a
PLMJLKIP_03939	CDS	240	atpE		COG0636	ATP synthase subunit c
PLMJLKIP_03940	CDS	471	atpF		COG0711	ATP synthase subunit b
PLMJLKIP_03941	CDS	534	atpH		COG0712	ATP synthase subunit delta
PLMJLKIP_03942	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
PLMJLKIP_03943	CDS	864	atpG		COG0224	ATP synthase gamma chain
PLMJLKIP_03944	CDS	1383	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
PLMJLKIP_03945	CDS	420	atpC		COG0355	ATP synthase epsilon chain
PLMJLKIP_03946	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
PLMJLKIP_03947	CDS	1830	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
PLMJLKIP_03948	CDS	573	fimA_3			Type-1 fimbrial protein, A chain
PLMJLKIP_03949	CDS	732	focC_2			Chaperone protein FocC
PLMJLKIP_03950	CDS	2523	elfC_1		COG3188	putative outer membrane usher protein ElfC
PLMJLKIP_03951	CDS	1071	lpfD			putative minor fimbrial subunit LpfD
PLMJLKIP_03952	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
PLMJLKIP_03953	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
PLMJLKIP_03954	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
PLMJLKIP_03955	CDS	774	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
PLMJLKIP_03956	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
PLMJLKIP_03957	CDS	2499				hypothetical protein
PLMJLKIP_03958	CDS	150				hypothetical protein
PLMJLKIP_03959	CDS	1188				hypothetical protein
PLMJLKIP_03960	CDS	2409				hypothetical protein
PLMJLKIP_03961	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
PLMJLKIP_03962	CDS	1338	adeP		COG2252	Adenine permease AdeP
PLMJLKIP_03963	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
PLMJLKIP_03964	CDS	750				hypothetical protein
PLMJLKIP_03965	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
PLMJLKIP_03966	CDS	1176	mdtL			Multidrug resistance protein MdtL
PLMJLKIP_03967	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
PLMJLKIP_03968	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
PLMJLKIP_03969	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
PLMJLKIP_03970	CDS	1647	yidC			Membrane protein insertase YidC
PLMJLKIP_03971	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
PLMJLKIP_03972	CDS	141	rpmH		COG0230	50S ribosomal protein L34
PLMJLKIP_03973	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
PLMJLKIP_03974	CDS	1101	dnaN		COG0592	Beta sliding clamp
PLMJLKIP_03975	CDS	1074	recF		COG1195	DNA replication and repair protein RecF
PLMJLKIP_03976	CDS	2415	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
PLMJLKIP_03977	CDS	399				hypothetical protein
PLMJLKIP_03978	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
PLMJLKIP_03979	CDS	657				hypothetical protein
PLMJLKIP_03980	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
PLMJLKIP_03981	CDS	879	dgoK1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
PLMJLKIP_03982	CDS	618	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
PLMJLKIP_03983	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
PLMJLKIP_03984	CDS	1293	dgoT			D-galactonate transporter
PLMJLKIP_03985	CDS	1101	cbrA		COG0644	Protein CbrA
PLMJLKIP_03986	CDS	1215				hypothetical protein
PLMJLKIP_03987	CDS	261				hypothetical protein
